Station,Variable,Total_Count,Observed_Count,Observed_Percent,Pipeline_Imputed_Count,Pipeline_Imputed_Percent,Modeling_Completion_Count,Modeling_Completion_Percent,Dedicated_MET,Source_Sensor_Absent,Pending_QC
FD16,T_5,93603,83603,89.31658173349145,10000,10.683418266508552,0,0.0,False,False,False
FD16,T_10,93603,83603,89.31658173349145,10000,10.683418266508552,0,0.0,False,False,False
FD16,T_20,93603,83603,89.31658173349145,10000,10.683418266508552,0,0.0,False,False,False
FD16,T_50,93603,83603,89.31658173349145,10000,10.683418266508552,0,0.0,False,False,False
FD16,Tair,93603,0,0.0,0,0.0,93603,100.0,False,True,False
FD16,RH,93603,0,0.0,0,0.0,93603,100.0,False,True,False
FD16,Srad,93603,0,0.0,0,0.0,93603,100.0,False,True,False
FD16,Wind speed,93603,0,0.0,0,0.0,93603,100.0,False,True,False
FD16,Wind direction,93603,0,0.0,0,0.0,93603,100.0,False,True,False
FD16,Ppt,93603,83606,89.3197867589714,9997,10.6802132410286,0,0.0,False,False,False
FD17,SWC_5,33288,33286,99.99399182888729,2,0.00600817111271329,0,0.0,False,False,False
FD17,SWC_10,33288,33286,99.99399182888729,2,0.00600817111271329,0,0.0,False,False,False
FD17,SWC_20,33288,33286,99.99399182888729,2,0.00600817111271329,0,0.0,False,False,False
FD17,SWC_50,33288,33286,99.99399182888729,2,0.00600817111271329,0,0.0,False,False,False
FD17,T_5,33288,33286,99.99399182888729,2,0.00600817111271329,0,0.0,False,False,False
FD17,T_10,33288,33286,99.99399182888729,2,0.00600817111271329,0,0.0,False,False,False
FD17,T_20,33288,33286,99.99399182888729,2,0.00600817111271329,0,0.0,False,False,False
FD17,T_50,33288,33286,99.99399182888729,2,0.00600817111271329,0,0.0,False,False,False
FD17,Tair,33288,0,0.0,0,0.0,33288,100.0,False,True,False
FD17,RH,33288,0,0.0,0,0.0,33288,100.0,False,True,False
FD17,Srad,33288,0,0.0,0,0.0,33288,100.0,False,True,False
FD17,Wind speed,33288,0,0.0,0,0.0,33288,100.0,False,True,False
FD17,Wind direction,33288,0,0.0,0,0.0,33288,100.0,False,True,False
FD17,Ppt,33288,33286,99.99399182888729,2,0.00600817111271329,0,0.0,False,False,False
FD18,SWC_5,82631,82629,99.99757960087618,2,0.002420399123815517,0,0.0,False,False,False
FD18,SWC_10,82631,82628,99.99636940131428,3,0.003630598685723276,0,0.0,False,False,False
FD18,SWC_20,82631,82629,99.99757960087618,2,0.002420399123815517,0,0.0,False,False,False
FD18,SWC_50,82631,0,0.0,0,0.0,82631,100.0,False,True,False
FD18,T_5,82631,82629,99.99757960087618,2,0.002420399123815517,0,0.0,False,False,False
FD18,T_10,82631,82629,99.99757960087618,2,0.002420399123815517,0,0.0,False,False,False
FD18,T_20,82631,82629,99.99757960087618,2,0.002420399123815517,0,0.0,False,False,False
FD18,T_50,82631,0,0.0,0,0.0,82631,100.0,False,True,False
FD18,Tair,82631,0,0.0,0,0.0,82631,100.0,False,True,False
FD18,RH,82631,0,0.0,0,0.0,82631,100.0,False,True,False
FD18,Srad,82631,0,0.0,0,0.0,82631,100.0,False,True,False
FD18,Wind speed,82631,0,0.0,0,0.0,82631,100.0,False,True,False
FD18,Wind direction,82631,0,0.0,0,0.0,82631,100.0,False,True,False
FD18,Ppt,82631,82630,99.99878980043809,1,0.0012101995619077585,0,0.0,False,False,False
FD21,SWC_5,791,791,100.0,0,0.0,0,0.0,False,False,False
FD21,SWC_10,791,791,100.0,0,0.0,0,0.0,False,False,False
FD21,SWC_20,791,791,100.0,0,0.0,0,0.0,False,False,False
FD21,SWC_50,791,0,0.0,0,0.0,791,100.0,False,True,False
FD21,T_5,791,791,100.0,0,0.0,0,0.0,False,False,False
FD21,T_10,791,791,100.0,0,0.0,0,0.0,False,False,False
FD21,T_20,791,791,100.0,0,0.0,0,0.0,False,False,False
FD21,T_50,791,0,0.0,0,0.0,791,100.0,False,True,False
FD21,Tair,791,0,0.0,0,0.0,791,100.0,False,True,False
FD21,RH,791,0,0.0,0,0.0,791,100.0,False,True,False
FD21,Srad,791,0,0.0,0,0.0,791,100.0,False,True,False
FD21,Wind speed,791,0,0.0,0,0.0,791,100.0,False,True,False
FD21,Wind direction,791,0,0.0,0,0.0,791,100.0,False,True,False
FD21,Ppt,791,791,100.0,0,0.0,0,0.0,False,False,False
FD22,SWC_5,82460,82215,99.70288624787777,245,0.29711375212224106,0,0.0,False,False,False
FD22,SWC_10,82460,82451,99.98908561726898,9,0.010914382731021102,0,0.0,False,False,False
FD22,SWC_20,82460,82218,99.70652437545476,242,0.29347562454523407,0,0.0,False,False,False
FD22,SWC_50,82460,69862,84.72228959495513,12598,15.27771040504487,0,0.0,False,False,False
FD22,T_5,82460,82451,99.98908561726898,9,0.010914382731021102,0,0.0,False,False,False
FD22,T_10,82460,82451,99.98908561726898,9,0.010914382731021102,0,0.0,False,False,False
FD22,T_20,82460,82450,99.98787290807665,10,0.01212709192335678,0,0.0,False,False,False
FD22,T_50,82460,82451,99.98908561726898,9,0.010914382731021102,0,0.0,False,False,False
FD22,Tair,82460,0,0.0,0,0.0,82460,100.0,False,True,False
FD22,RH,82460,0,0.0,0,0.0,82460,100.0,False,True,False
FD22,Srad,82460,0,0.0,0,0.0,82460,100.0,False,True,False
FD22,Wind speed,82460,0,0.0,0,0.0,82460,100.0,False,True,False
FD22,Wind direction,82460,0,0.0,0,0.0,82460,100.0,False,True,False
FD22,Ppt,82460,82453,99.99151103565364,7,0.008488964346349746,0,0.0,False,False,False
FD23,SWC_5,30955,30955,100.0,0,0.0,0,0.0,False,False,False
FD23,SWC_10,30955,30955,100.0,0,0.0,0,0.0,False,False,False
FD23,SWC_20,30955,30955,100.0,0,0.0,0,0.0,False,False,False
FD23,SWC_50,30955,30955,100.0,0,0.0,0,0.0,False,False,False
FD23,T_5,30955,30955,100.0,0,0.0,0,0.0,False,False,False
FD23,T_10,30955,30955,100.0,0,0.0,0,0.0,False,False,False
FD23,T_20,30955,30955,100.0,0,0.0,0,0.0,False,False,False
FD23,T_50,30955,30955,100.0,0,0.0,0,0.0,False,False,False
FD23,Tair,30955,0,0.0,0,0.0,30955,100.0,False,True,False
FD23,RH,30955,0,0.0,0,0.0,30955,100.0,False,True,False
FD23,Srad,30955,0,0.0,0,0.0,30955,100.0,False,True,False
FD23,Wind speed,30955,0,0.0,0,0.0,30955,100.0,False,True,False
FD23,Wind direction,30955,0,0.0,0,0.0,30955,100.0,False,True,False
FD23,Ppt,30955,30955,100.0,0,0.0,0,0.0,False,False,False
FD24,SWC_5,80307,68920,85.820663204951,11387,14.179336795049,0,0.0,False,False,False
FD24,SWC_10,80307,68932,85.83560586250265,11375,14.164394137497355,0,0.0,False,False,False
FD24,SWC_20,80307,68930,85.83311541957738,11377,14.166884580422629,0,0.0,False,False,False
FD24,SWC_50,80307,0,0.0,0,0.0,80307,100.0,False,True,False
FD24,T_5,80307,68946,85.85303896297957,11361,14.146961037020434,0,0.0,False,False,False
FD24,T_10,80307,68946,85.85303896297957,11361,14.146961037020434,0,0.0,False,False,False
FD24,T_20,80307,68946,85.85303896297957,11361,14.146961037020434,0,0.0,False,False,False
FD24,T_50,80307,0,0.0,0,0.0,80307,100.0,False,True,False
FD24,Tair,80307,0,0.0,0,0.0,80307,100.0,False,True,False
FD24,RH,80307,0,0.0,0,0.0,80307,100.0,False,True,False
FD24,Srad,80307,0,0.0,0,0.0,80307,100.0,False,True,False
FD24,Wind speed,80307,0,0.0,0,0.0,80307,100.0,False,True,False
FD24,Wind direction,80307,0,0.0,0,0.0,80307,100.0,False,True,False
FD24,Ppt,80307,68949,85.85677462736749,11358,14.143225372632523,0,0.0,False,False,False
FD28,SWC_5,49253,49253,100.0,0,0.0,0,0.0,False,False,False
FD28,SWC_10,49253,49253,100.0,0,0.0,0,0.0,False,False,False
FD28,SWC_20,49253,49253,100.0,0,0.0,0,0.0,False,False,False
FD28,SWC_50,49253,49253,100.0,0,0.0,0,0.0,False,False,False
FD28,T_5,49253,49253,100.0,0,0.0,0,0.0,False,False,False
FD28,T_10,49253,49253,100.0,0,0.0,0,0.0,False,False,False
FD28,T_20,49253,49253,100.0,0,0.0,0,0.0,False,False,False
FD28,T_50,49253,49253,100.0,0,0.0,0,0.0,False,False,False
FD28,Tair,49253,0,0.0,0,0.0,49253,100.0,False,True,False
FD28,RH,49253,0,0.0,0,0.0,49253,100.0,False,True,False
FD28,Srad,49253,0,0.0,0,0.0,49253,100.0,False,True,False
FD28,Wind speed,49253,0,0.0,0,0.0,49253,100.0,False,True,False
FD28,Wind direction,49253,0,0.0,0,0.0,49253,100.0,False,True,False
FD28,Ppt,49253,49253,100.0,0,0.0,0,0.0,False,False,False
FD29,SWC_5,95232,83125,87.28683635752688,12107,12.713163642473118,0,0.0,False,False,False
FD29,SWC_10,95232,83124,87.28578629032258,12108,12.714213709677418,0,0.0,False,False,False
FD29,SWC_20,95232,83125,87.28683635752688,12107,12.713163642473118,0,0.0,False,False,False
FD29,SWC_50,95232,83126,87.28788642473118,12106,12.712113575268818,0,0.0,False,False,False
FD29,T_5,95232,83125,87.28683635752688,12107,12.713163642473118,0,0.0,False,False,False
FD29,T_10,95232,83124,87.28578629032258,12108,12.714213709677418,0,0.0,False,False,False
FD29,T_20,95232,83124,87.28578629032258,12108,12.714213709677418,0,0.0,False,False,False
FD29,T_50,95232,83124,87.28578629032258,12108,12.714213709677418,0,0.0,False,False,False
FD29,Tair,95232,0,0.0,0,0.0,95232,100.0,False,True,False
FD29,RH,95232,0,0.0,0,0.0,95232,100.0,False,True,False
FD29,Srad,95232,0,0.0,0,0.0,95232,100.0,False,True,False
FD29,Wind speed,95232,0,0.0,0,0.0,95232,100.0,False,True,False
FD29,Wind direction,95232,0,0.0,0,0.0,95232,100.0,False,True,False
FD29,Ppt,95232,83125,87.28683635752688,12107,12.713163642473118,0,0.0,False,False,False
FD30,SWC_5,95134,89838,94.43311539512688,5296,5.566884604873127,0,0.0,False,False,False
FD30,SWC_10,95134,89839,94.43416654403262,5295,5.565833455967372,0,0.0,False,False,False
FD30,SWC_20,95134,89838,94.43311539512688,5296,5.566884604873127,0,0.0,False,False,False
FD30,SWC_50,95134,89840,94.43521769293838,5294,5.564782307061619,0,0.0,False,False,False
FD30,T_5,95134,89838,94.43311539512688,5296,5.566884604873127,0,0.0,False,False,False
FD30,T_10,95134,89838,94.43311539512688,5296,5.566884604873127,0,0.0,False,False,False
FD30,T_20,95134,89838,94.43311539512688,5296,5.566884604873127,0,0.0,False,False,False
FD30,T_50,95134,89838,94.43311539512688,5296,5.566884604873127,0,0.0,False,False,False
FD30,Tair,95134,0,0.0,0,0.0,95134,100.0,False,True,False
FD30,RH,95134,0,0.0,0,0.0,95134,100.0,False,True,False
FD30,Srad,95134,0,0.0,0,0.0,95134,100.0,False,True,False
FD30,Wind speed,95134,0,0.0,0,0.0,95134,100.0,False,True,False
FD30,Wind direction,95134,0,0.0,0,0.0,95134,100.0,False,True,False
FD30,Ppt,95134,89840,94.43521769293838,5294,5.564782307061619,0,0.0,False,False,False
WC05,SWC_5,99959,82453,82.48681959603438,5,0.005002050840844746,17501,17.50817835312478,True,False,False
WC05,SWC_10,99959,82454,82.48782000620254,4,0.004001640672675797,17501,17.50817835312478,True,False,False
WC05,SWC_20,99959,82027,82.0606448643944,431,0.43117678248081714,17501,17.50817835312478,True,False,False
WC05,SWC_50,99959,65862,65.88901449594333,16596,16.60280715093188,17501,17.50817835312478,True,False,False
WC05,T_5,99959,82453,82.48681959603438,5,0.005002050840844746,17501,17.50817835312478,True,False,False
WC05,T_10,99959,82453,82.48681959603438,5,0.005002050840844746,17501,17.50817835312478,True,False,False
WC05,T_20,99959,82453,82.48681959603438,5,0.005002050840844746,17501,17.50817835312478,True,False,False
WC05,T_50,99959,82453,82.48681959603438,5,0.005002050840844746,17501,17.50817835312478,True,False,False
WC05,Tair,99959,96799,96.83870386858612,2103,2.1038625836593003,1057,1.0574335477545793,True,False,False
WC05,RH,99959,89342,89.37864524455027,9560,9.563921207695154,1057,1.0574335477545793,True,False,False
WC05,Srad,99959,96882,96.92173791254415,2020,2.0208285397012777,1057,1.0574335477545793,True,False,False
WC05,Wind speed,99959,96929,96.96875719044809,1973,1.9738092617973368,1057,1.0574335477545793,True,False,False
WC05,Wind direction,99959,96929,96.96875719044809,1973,1.9738092617973368,1057,1.0574335477545793,True,False,False
WC05,Ppt,99959,98946,98.98658449964486,1013,1.0134155003551457,0,0.0,True,False,False
